"txid","ordertxid","pair","aclass","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers","posttxid","posstatuscode","cprice","ccost","cfee","cvol","cmargin","net","costusd","trades"
"TYWCP6-JFAWE-76QCSB","ODGB7C-WAGZC-3YR7BE","SOL/USD","forex","2024-09-02 02:25:03.9278","buy","market",130.04000,2.60080,0.01040,0.02000000,0.00000,"initiated","L7KHPB-IEVSZ-X6O3AO,LHB26W-2K2HN-EWNCCK","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.60080,""
"TDMH26-OUR3E-DXCYGZ","OL5XTH-ZLFIY-HTC2RE","SOL/USD","forex","2024-09-02 02:37:04.1982","buy","market",128.63000,2.57260,0.01029,0.02000000,0.00000,"initiated","L2HYA2-NYHTI-L4UKLW,LZDNNS-374IT-OPPEZI","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.57260,""
"T2WIDS-OFZCW-NXLIVT","OTSFZU-FYRZQ-4YCH47","SOL/USD","forex","2024-09-02 02:40:03.928","buy","market",128.59000,2.57180,0.01029,0.02000000,0.00000,"initiated","L7432N-ZCF2O-RQE6D3,L6TGY4-36OQ5-3ERPXC","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.57180,""
"TDEQTI-PILTF-X3SSPE","OR2OXV-TVESV-J4BXVG","SOL/USD","forex","2024-09-02 02:43:03.6975","buy","market",128.74000,2.57480,0.01030,0.02000000,0.00000,"initiated","LHIKQQ-L6W5E-LSV3WN,LQ6UXE-4YBB3-5JLO7Y","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.57480,""
"T5KQU3-ZJ5BQ-K7AYFV","O2AMLM-ISK4J-HU47NC","SOL/USD","forex","2024-09-02 02:43:07.4977","sell","market",128.73000,7.72380,0.03090,0.06000000,0.00000,"initiated","L7QCCZ-6CTNM-PJKOBI,LIKZIQ-XQQDH-SQGYJU","TKH2SE-M7IF5-CFI7LT","","","","","","","",7.72380,""
"TJNZK2-TQC4Y-L26OMB","OIR5Z7-VFYFJ-ZMMCO4","SOL/USD","forex","2024-09-02 02:44:02.9447","sell","market",128.83000,2.57660,0.01031,0.02000000,0.00000,"initiated","LUC6CY-RZNDL-V5OLNU,LJHJNG-SBHEX-KWZQBU","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.57660,""
"T7K5YE-WM4NQ-LT2ENW","OOKQ4U-MEEC2-WJWSAD","SOL/USD","forex","2024-09-02 02:45:03.4552","buy","market",128.97000,2.57940,0.01032,0.02000000,0.00000,"initiated","LYPGTJ-BGL4V-MWVBBO,LSGVP7-37LK4-BJD2ER","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.57940,""
"TTXKSM-C7OSW-7ZBIXS","OTJUU7-Y4OQK-HQ7GZY","SOL/USD","forex","2024-09-02 02:49:03.951","buy","market",129.03000,2.58060,0.01032,0.02000000,0.00000,"initiated","L5HG6T-BI6XA-TAFKCS,LKEHMA-OFGV6-BEHMLK","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58060,""
"THLERN-S4DCK-R2GHLU","OIOQKO-HMUYU-BODSAN","SOL/USD","forex","2024-09-02 02:49:05.6981","sell","market",129.02000,2.58040,0.01032,0.02000000,0.00000,"initiated","LJM7EU-OD56O-CBEU56,LJEF5D-3UTT3-33OWG2","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58040,""
"TLA6PA-NA7N6-BRBONE","OL4WGF-NPI3D-ATT2LX","SOL/USD","forex","2024-09-02 02:52:03.4107","buy","market",128.97000,2.57940,0.01032,0.02000000,0.00000,"initiated","LUHBKU-JSM7X-Y4R2P3,LVEQRN-YCIZG-GCEKH2","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.57940,""
"TRS7LT-ENRRM-GLLW42","OO7JJ5-SMFES-YE7FMZ","SOL/USD","forex","2024-09-02 02:55:41.4493","sell","market",129.28000,5.17120,0.02068,0.04000000,0.00000,"initiated","LEXGZF-DFJQC-5KDW6X,LZ6IIE-QF7JO-P73A7G","TKH2SE-M7IF5-CFI7LT","","","","","","","",5.17120,""
"TQXGDM-E2U7J-RLTWUC","OSFK6D-P4UZU-4R567N","SOL/USD","forex","2024-09-02 02:57:04.0743","buy","market",129.47000,2.58940,0.01036,0.02000000,0.00000,"initiated","LKU7R4-KMFIN-FHQVDT,L52TAY-2UYCH-MC5PO2","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58940,""
"TBULTE-DMG46-QNHKMZ","OPZ3RN-PRNKX-WBKJXZ","SOL/USD","forex","2024-09-02 03:01:48.8593","sell","market",129.68000,2.59360,0.01037,0.02000000,0.00000,"initiated","LJKX3D-NSADO-DJUT4T,LAIT4H-S5EPI-4Z2IQD","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59360,""
"TRS64E-SMNQ2-HLLIU5","OUS4Q7-FZDII-2OTDCU","SOL/USD","forex","2024-09-02 03:05:04.3728","buy","market",130.39000,2.60780,0.01043,0.02000000,0.00000,"initiated","LKJIHU-NCRLI-UNVXS4,LKRQGX-GKGEA-UEEL6L","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.60780,""
"TKSWXD-7IJOJ-2EREW3","OBTYJN-IJYBY-T23C7A","SOL/USD","forex","2024-09-02 03:07:03.7569","buy","market",130.17000,2.60340,0.01041,0.02000000,0.00000,"initiated","LHAFGX-CEQ32-GALQPY,L7IGDO-GSJSG-6YLVLX","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.60340,""
"TCLUTU-4YX2X-A2HD5F","ONH7YF-6O2O2-GRCO4Y","SOL/USD","forex","2024-09-02 03:08:01.8649","sell","market",130.40000,5.21600,0.02086,0.04000000,0.00000,"initiated","LJHUEA-FFYYM-SWON63,LKNUWI-W4D2B-RYR5MK","TKH2SE-M7IF5-CFI7LT","","","","","","","",5.21600,""
"TTJJRK-AA6T2-CV4QRG","OWU2BQ-SRU7D-3IHPLH","SOL/USD","forex","2024-09-02 03:10:03.9314","buy","market",130.23000,2.60460,0.01042,0.02000000,0.00000,"initiated","LK7M4S-WRJZZ-6KVJVO,LLQDAI-6WSTL-KUCV3H","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.60460,""
"TDZEQ6-NNCBV-IA5N22","OP7DXX-LHVMJ-R7HUJ3","SOL/USD","forex","2024-09-02 03:11:42.6359","sell","market",130.13000,2.60260,0.01041,0.02000000,0.00000,"initiated","LEGDT6-RG3TF-5RQWLG,LCRCFK-7YZPO-BI5W4R","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.60260,""
"TNVPKB-4TTHS-R357FW","O5KDNJ-PIQH4-HPVCY3","SOL/USD","forex","2024-09-02 03:18:03.9691","buy","market",130.09000,2.60180,0.01041,0.02000000,0.00000,"initiated","LFHHIX-KDQLU-YIX73B,L7XHYP-QTTFK-YHQJYT","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.60180,""
"TL34GR-D3T63-FNMOEE","ODJXVJ-P6Z7S-NDF34J","SOL/USD","forex","2024-09-02 03:22:46.8033","sell","market",129.74000,2.59480,0.01038,0.02000000,0.00000,"initiated","LKAASE-OD3ZW-763MJ7,LICB4B-Z5AGA-HMG7B7","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59480,""
"T3FREK-2JVY6-6E6DZP","OFDCCH-HF4JR-UGOVOB","SOL/USD","forex","2024-09-02 03:24:03.9409","buy","market",129.82000,2.59640,0.01039,0.02000000,0.00000,"initiated","LIXKTS-XD75A-B3LG4M,LRWKJM-N5EDD-LPSATO","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59640,""
"T7LRUI-Q6HY7-XVR44N","O7TMOS-WMYZ4-PVBEIB","SOL/USD","forex","2024-09-02 03:29:59.8165","sell","market",129.80000,2.59600,0.01038,0.02000000,0.00000,"initiated","LMPPRB-B7S6N-3IWNGG,L5OZJ6-QLGOI-VKZSF2","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59600,""
"TNGRXJ-D747S-XJEKTU","O6OSDQ-EMAK6-GSH2KH","SOL/USD","forex","2024-09-02 03:43:03.7856","buy","market",129.51000,2.59020,0.01036,0.02000000,0.00000,"initiated","L4PK5G-TL4FX-KKET7X,LFQZSV-23MY5-YMO24F","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59020,""
"T6KZGX-XZGGJ-HSRQP5","OPNXV4-NH6PS-7ITUYD","SOL/USD","forex","2024-09-02 03:43:04.9847","sell","limit",129.50000,2.59000,0.01036,0.02000000,0.00000,"initiated","LQP76T-B356X-AB6OG7,LHC5ZR-VYD6G-DPVX32","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59000,""
"TT4ATN-6LYAU-RDECLU","OITKRF-FIAPL-ON2KKX","SOL/USD","forex","2024-09-02 05:14:04.7322","buy","market",127.89000,2.55780,0.01023,0.02000000,0.00000,"initiated","L5ORYB-AOF4Z-DNDXP5,LXLI74-BQYKW-NOUDSI","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.55780,""
"T6XLIH-52KGA-O3CEEV","OEK2TF-CSIKN-4GNWFM","SOL/USD","forex","2024-09-02 05:14:05.928","sell","limit",127.88000,2.55760,0.01023,0.02000000,0.00000,"initiated","LSBJZA-K5X43-F4R57I,LULIXJ-F5ZFF-46OJTJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.55760,""
"T4UTEG-4JVUF-6MRM7C","O5OWQR-W5GAB-5QSTCX","SOL/USD","forex","2024-09-02 05:18:04.1243","buy","market",127.92000,2.55840,0.01023,0.02000000,0.00000,"initiated","L47JID-I3J3J-CU4O6Y,LKILO2-3M7NN-IPTV2J","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.55840,""
"THK3HU-WGRXW-V2SJ47","OJ4VXM-LRERI-7QEFMO","SOL/USD","forex","2024-09-02 05:18:05.3221","sell","limit",127.91000,2.55820,0.01023,0.02000000,0.00000,"initiated","LWS2PZ-2MJKN-GB227B,LBV4H2-JA7VD-4J5AZL","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.55820,""
"TM72V4-LV7PS-SNNMBP","OQMQH2-MEEZO-QJBX2R","SOL/USD","forex","2024-09-02 05:38:28.8438","buy","market",128.09000,2.56180,0.01025,0.02000000,0.00000,"initiated","LGXWEK-6XGVZ-UUE5UG,LBJMZC-R4ZIK-VOIL2H","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.56180,""
"T62VAQ-BONME-Y6MSUV","OVGRND-T7GQR-4B6NGG","SOL/USD","forex","2024-09-02 15:03:58.4758","sell","market",132.70000,2.65400,0.01062,0.02000000,0.00000,"initiated","LPQP57-HB7AV-644EDW,L46W4R-66QLM-IYXU6B","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.65400,""
"THOHCP-YIXYN-TKE4WL","O4IPIS-R37S5-P7SD3F","SOL/USD","forex","2024-09-02 15:46:03.7679","buy","market",133.06000,2.66120,0.01064,0.02000000,0.00000,"initiated","LYSSJN-HZ5ZZ-XEKJM6,LSDSMB-PTF3A-S5V6ZX","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.66120,""
"TC77ON-WVKIK-2D32LD","OSV7VX-M45CR-QSS7AJ","SOL/USD","forex","2024-09-02 15:56:14.5761","sell","market",132.79000,2.65580,0.01062,0.02000000,0.00000,"initiated","LE65SO-SP6XH-MADJCG,LGNVJS-TX62H-K6BHGC","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.65580,""
"TFNJRM-7ANSG-5TPUFT","O7HS4K-SHZ4G-7TRNJR","SOL/USD","forex","2024-09-02 16:20:03.5228","buy","market",132.92000,2.65840,0.01063,0.02000000,0.00000,"initiated","LIOGCE-A5B2V-RDPA7H,LMSP3H-DSA63-7BJ6CB","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.65840,""
"TELUVT-JXRZA-USHQNR","OKQYZW-AYFMG-OLEGRL","SOL/USD","forex","2024-09-02 21:12:03.5443","buy","market",134.77000,2.69540,0.01078,0.02000000,0.00000,"initiated","LFKPJQ-IKDZT-ITRQPG,L3NQZD-SQQ6G-VSFTXK","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.69540,""
"T4V5CL-RUDAP-4IICB5","OUQR7M-72SF7-SWFDTZ","SOL/USD","forex","2024-09-02 21:14:12.7116","sell","market",134.78000,2.69560,0.01078,0.02000000,0.00000,"initiated","LMZY6T-ORX6K-6ANYQY,LHEMUG-JACWZ-A3T244","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.69560,""
"TA23O5-MIZAV-ZPKLE3","ODPLTE-TYGIW-LTJXYA","SOL/USD","forex","2024-09-02 23:49:20.9147","buy","market",135.08000,2.70160,0.01081,0.02000000,0.00000,"initiated","L57MG5-JBLOJ-FAEEJE,LK553T-DBZ4Y-3H7JKT","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.70160,""
"TC4FNX-4RCSK-YYB2QE","OK2V5O-TJ74L-X5DRID","SOL/USD","forex","2024-09-03 00:02:32.3972","sell","limit",134.75000,2.69500,0.01078,0.02000000,0.00000,"initiated","LHCKBQ-TSR2I-PMAFGA,LVJMHI-CQB2P-AA53BP","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.69500,""
"TTIMBC-DH47T-ZJI6LP","OSJHA2-V4YJV-M2SHXJ","SOL/USD","forex","2024-09-03 04:08:01.3085","buy","limit",135.57000,2.71140,0.00678,0.02000000,0.00000,"","L4LZIQ-63WSO-BX2EB6,LMHQ24-KKA32-CODYEA","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.71140,""
"TQHEAF-WGLZT-4Y6FXU","OQCSQ7-ZAXL2-6A7AHV","SOL/USD","forex","2024-09-03 04:08:03.4012","buy","market",135.55000,2.71100,0.01084,0.02000000,0.00000,"initiated","LL3YPN-4Q3UG-4T4QGZ,LNUUDS-GWKPW-AYUPSN","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.71100,""
"TJNFUG-XW5ZP-FX5XGB","OQFLHJ-JUKHQ-AXRBST","SOL/USD","forex","2024-09-03 04:13:03.1455","buy","market",135.26000,2.70520,0.01082,0.02000000,0.00000,"initiated","LIHMRK-KFMQJ-3CPRX7,LAEM3G-RXPFK-NLVP32","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.70520,""
"TMYMUG-F7RFA-YNEWFC","OENH24-7J3AS-FSBQ47","SOL/USD","forex","2024-09-03 04:26:03.326","buy","market",135.07000,2.70140,0.01081,0.02000000,0.00000,"initiated","LKVTIV-E2EDQ-GMAXRA,L6DILG-2KPHH-MGGUZN","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.70140,""
"TW6FFT-5NQNN-AKRDPO","O7E6XO-RLWEU-LSXUQC","SOL/USD","forex","2024-09-04 06:05:03.8237","buy","market",127.15000,2.54300,0.01017,0.02000000,0.00000,"initiated","LJI6XL-TZVOJ-Z6SQOY,LT2ZMG-WJCVV-GUSSPG","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.54300,""
"TQOHR4-2DMNF-EFHPI5","O35ASM-6LKLS-S2KBED","SOL/USD","forex","2024-09-05 06:05:04.6639","buy","market",132.26000,2.64520,0.01058,0.02000000,0.00000,"initiated","LECW4W-B4DH7-6HHSXV,LOHTUU-XHVP6-ETW7JW","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.64520,""
"TD54KP-U3J65-3DHHVG","OK7E7Q-XI4RB-LBZKZP","SOL/USD","forex","2024-09-05 17:07:04.0999","sell","limit",129.64000,2.59280,0.01037,0.02000000,0.00000,"initiated","LH526T-6AYU6-QJWFVO,LBGNTO-TLLF5-E7MGIQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59280,""
"T7DFIH-PTZ7K-OGRTSW","OSOOEO-LI3X7-MUTEXA","SOL/USD","forex","2024-09-05 17:07:04.4614","sell","limit",129.64000,2.59280,0.01037,0.02000000,0.00000,"initiated","LFP3YT-RGKJX-F3BU5G,LC35QM-O6QYV-FKJFZL","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59280,""
"TZPT2Z-BLTZA-HHTWY4","OBTDGQ-ARVES-HM5GDA","SOL/USD","forex","2024-09-05 17:07:18.1556","sell","limit",129.65000,2.59300,0.00648,0.02000000,0.00000,"","LC6RCF-OPVBG-L22IYY,L37LIQ-CGMJ5-EVWDR6","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59300,""
"TYSXBY-PZDOE-A4NZE5","OWGTSD-SMR4H-BDMLI6","SOL/USD","forex","2024-09-05 17:07:42.612","sell","limit",129.76000,2.59520,0.01038,0.02000000,0.00000,"initiated","LKZEGX-4WOCP-DOI5PK,LXQPVU-ABX3B-FCHIP2","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59520,""
"TXBSXM-4EUKC-VZY67O","OW26NE-B5L5S-OWYO7U","ETH/USD","forex","2024-09-05 19:41:17.8093","buy","limit",2358.22000,4.71644,0.01179,0.00200000,0.00000,"","LEYDS7-MJUNX-6SZJAD,LF2AOB-4TE5V-J57S46","TKH2SE-M7IF5-CFI7LT","","","","","","","",4.71644,""
"TYUHEZ-36JCV-Y7WJ5Q","OMNET3-ATF3J-J4TZCB","SOL/USD","forex","2024-09-05 19:41:19.1315","buy","limit",128.17000,2.56340,0.00641,0.02000000,0.00000,"","LJIQJW-TW5TN-UVFB2M,LOFTCR-YQSW3-5QLBEP","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.56340,""
"T547EQ-3B2JU-OVB5VS","OIFXPQ-KXBCQ-W5CLA2","ETH/USD","forex","2024-09-05 19:41:49.6451","sell","limit",2356.57000,4.71314,0.01885,0.00200000,0.00000,"initiated","LZ3NPA-K642P-CBJPSG,LPUP6M-2UZPM-V2PJ3M","TKH2SE-M7IF5-CFI7LT","","","","","","","",4.71314,""
"TZ5IJX-UXGDW-FAANJI","OANTFI-NV22R-DATTOR","SOL/USD","forex","2024-09-05 19:41:50.6304","sell","limit",128.32000,2.56640,0.01027,0.02000000,0.00000,"initiated","LOUT7A-ILJX3-SGKRTJ,LXDXXN-ZSA5B-2H3XVS","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.56640,""
"TJOJL4-CKDAR-WZGQWJ","O3QHIR-UIDTA-AV3RIY","ADA/USD","forex","2024-09-05 19:44:06.1144","buy","limit",0.320280,6.405600,0.016014,20.00000000,0.000000,"","LQPVLU-6TDHC-BOHD5F,LH4FXK-JHMCA-XATDYZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",6.405600,""
"TBYRVE-DSKBY-XEDATP","OAPD3Y-EJ7EP-7J4IC4","ADA/USD","forex","2024-09-05 20:02:12.4429","sell","limit",0.322110,6.442200,0.016106,20.00000000,0.000000,"","LXWYOG-LEWGM-4ZXUG4,L4CFVZ-MAHIE-TDZQZB","TKH2SE-M7IF5-CFI7LT","","","","","","","",6.442200,""
"TWK334-YMX6K-7RI2MI","OU7J7Y-KS5TJ-YPCVJI","ETH/USD","forex","2024-09-05 21:35:06.3147","buy","limit",2355.93000,9.42372,0.02356,0.00400000,0.00000,"","LSFALS-334VA-A7V5AW,LCQPOK-FJDIF-6NXFQK","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.42372,""
"TDOTEH-ABUZD-JM6GFB","OSSY2J-5AO55-3ATBMG","BTC/USD","forex","2024-09-05 21:35:18.156","buy","limit",55760.50000,11.15210,0.02788,0.00020000,0.00000,"","LX3Z3N-NU7LJ-4TZZOU,LNWZMV-DCIL5-XKNCBV","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.15210,""
"THAUHV-AI5QI-RJ3WS2","OS6XHW-NAMYQ-OAF5U3","BTC/USD","forex","2024-09-05 21:37:07.4749","sell","limit",56152.40000,11.23048,0.02808,0.00020000,0.00000,"","LYGPCB-PMJWM-NNANH5,LR4EBI-4UT2Y-YQEJ27","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.23048,""
"TLEJDD-653FG-XPCZAB","OORYX6-RQ6UH-WYYONY","BTC/USD","forex","2024-09-06 00:32:01.1234","buy","limit",56243.50000,11.24870,0.02812,0.00020000,0.00000,"","LCHA6W-BPLXN-NHWF2O,L2NSY6-7UXWT-IBECA5","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.24870,""
"T5WPSV-3X3I5-Q3GI3Q","OX3TQ7-F3UYS-B4DZJT","BTC/USD","forex","2024-09-06 00:32:39.5886","buy","limit",56233.60000,11.24672,0.04499,0.00020000,0.00000,"initiated","LCNSPV-U3UAK-AS7LOI,LMWTBM-AZ7E4-TWNCYM","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.24672,""
"TJO4CT-HFUI4-U3QIZR","OJZGHR-3RZVX-F6LMBY","BTC/USD","forex","2024-09-06 00:32:39.7828","buy","limit",56233.60000,11.24672,0.04499,0.00020000,0.00000,"initiated","L2XRCR-SJSEQ-7M5WC2,LBBYGI-6HGTB-IO3EO4","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.24672,""
"TIMEKE-AKYXD-NX6FG6","ONGXTN-HVSU2-MRDM52","BTC/USD","forex","2024-09-06 00:32:39.9648","buy","limit",56233.60000,11.24672,0.04499,0.00020000,0.00000,"initiated","LDW6A5-6ZNWK-UBORRM,LIDTDT-EJZJ3-IYENPT","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.24672,""
"TCZFCR-GAMJ2-PYVE2V","OXDFVA-NMCXM-KWOGOL","BTC/USD","forex","2024-09-06 00:32:40.2073","buy","limit",56233.60000,11.24672,0.04499,0.00020000,0.00000,"initiated","LG4QTU-GYGCJ-MQWSEU,LZMTOV-RYCOU-37L2XJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.24672,""
"T5WDIN-LHMB6-4I3CE6","OS2Y7X-WIF5R-FDC7Q6","BTC/USD","forex","2024-09-06 00:32:40.3988","buy","limit",56233.60000,11.24672,0.04499,0.00020000,0.00000,"initiated","LIEREE-EBOWD-NILKEY,LEMMYG-3QCDI-4TRTAE","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.24672,""
"TXIURN-OSTJY-EXP4A5","OH6GC3-VUKQI-HMVIA6","ETH/USD","forex","2024-09-06 00:33:12.1352","buy","limit",2367.24000,9.46896,0.02367,0.00400000,0.00000,"","LFPF7I-Y764X-VEU742,LTWSIG-ILO7U-IKVCH2","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.46896,""
"TS32XE-K5Q3O-ISM4QO","ORRJVK-L7HVK-2W6EGB","ETH/USD","forex","2024-09-06 00:33:12.1352","buy","limit",2367.23000,9.46892,0.02367,0.00400000,0.00000,"","LXMMZL-MLKQE-PVTHX3,LWQUOV-4ACTH-6C7JIR","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.46892,""
"TJQ4EK-JVOR6-SEVTEP","O65B2B-EPXGF-FSG6MK","ETH/USD","forex","2024-09-06 00:33:12.1352","buy","limit",2367.22000,9.46888,0.02367,0.00400000,0.00000,"","LMUVYJ-ZHO6Y-4NDKPT,LA52JC-NX5ZW-GU4MZB","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.46888,""
"TKAWWJ-PTZSN-Q6YXML","OC6R54-6B3HY-4LICRL","ETH/USD","forex","2024-09-06 00:33:12.1352","buy","limit",2367.21000,9.46884,0.02367,0.00400000,0.00000,"","LQMXYS-YZWCY-KKSCVB,LADM6M-GKXQ3-2GP23L","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.46884,""
"TH3XLR-TBG7Q-FFDQCK","O2GX4D-T3FKO-DQI3DY","ETH/USD","forex","2024-09-06 00:33:12.1352","buy","limit",2367.21000,9.46884,0.02367,0.00400000,0.00000,"","LYBS6K-VG7AL-5SE4XW,LSMWTY-K2MAZ-PM4EG4","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.46884,""
"TOAPD2-R63N4-AVNOVD","OQJTJ7-ZASY4-CI7UUX","ETH/USD","forex","2024-09-06 00:33:12.1352","buy","limit",2367.20000,9.46880,0.02367,0.00400000,0.00000,"","L5FMCE-NEITU-LBPKAY,L7PJII-MK2I2-FYJQOE","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.46880,""
"TIBTD5-FQCI7-WZR4EH","O4OUCW-ZI6YR-YYR7NG","SOL/USD","forex","2024-09-06 00:33:40.6314","buy","limit",129.19000,2.58380,0.00646,0.02000000,0.00000,"","LXWUP2-UWAOM-CRDQWL,LNVRPV-AFIL7-JVBJRG","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58380,""
"TZ7CRR-IPTQB-U36XYH","ONHIA5-LUR75-KYADNB","SOL/USD","forex","2024-09-06 00:33:40.6314","buy","limit",129.18000,2.58360,0.00646,0.02000000,0.00000,"","L3WIS4-HK4B7-WKMIWV,LLO6IN-J5QMD-A2CFPA","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58360,""
"TB2SEW-VCVSL-BJK6NG","OBOMR7-A2J2A-DRU76B","SOL/USD","forex","2024-09-06 00:33:40.6314","buy","limit",129.17000,2.58340,0.00646,0.02000000,0.00000,"","LK4TZ4-KFVHQ-SP3DNU,LI2VIV-AHITP-P2OK2S","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58340,""
"TLI3BR-67NDL-UYDDC7","OKXFBI-4KNIO-7FIT4P","SOL/USD","forex","2024-09-06 00:33:40.6314","buy","limit",129.16000,2.58320,0.00646,0.02000000,0.00000,"","LUBZE5-VF32U-PK35HB,LEC2RI-OIN65-VGCFLI","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58320,""
"T3W6FX-KESHT-TGQXIS","O6CET4-KM4GM-YWJ4IJ","SOL/USD","forex","2024-09-06 00:33:40.6314","buy","limit",129.16000,2.58320,0.00646,0.02000000,0.00000,"","LQVEWK-BGX3N-WY7E3H,LEGPZX-ROJ4T-QPTFCU","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58320,""
"TWNWKK-LWKFE-HBEJ43","OICOE3-YCFOZ-V22UJ4","SOL/USD","forex","2024-09-06 00:33:40.6314","buy","limit",129.15000,2.58300,0.00646,0.02000000,0.00000,"","L52R25-HF7JE-SSKMJW,LE7ASO-73AMX-TCWARK","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.58300,""
"TVZFO6-UI3Y5-PRAED7","O7KXCH-WGYED-XLZJTO","SOL/USD","forex","2024-09-06 01:37:08.1386","sell","limit",129.69000,2.59380,0.00648,0.02000000,0.00000,"","LMNUGV-YQ74A-I4EP4L,LRET4E-F7PNX-5PRSXG","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59380,""
"T7U2W5-IK3TN-F4F6UD","OW6XDO-JI2KS-6Y7FFS","SOL/USD","forex","2024-09-06 01:39:53.4485","sell","limit",129.92000,2.59840,0.00650,0.02000000,0.00000,"","LXBAIC-ZFVUL-KNHLHK,LSB3WM-6HHPV-6FW2R7","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.59840,""
"TLB4RA-3GEWG-GQ6CQJ","ODDQJD-2Y6QU-AS5JCK","BTC/USD","forex","2024-09-06 01:41:18.8035","sell","limit",56420.10000,11.28402,0.02821,0.00020000,0.00000,"","LFJQOT-TRP4O-K3SBLJ,LBVWQS-JPI4O-BKFBSZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.28402,""
"TLNHTS-DHBW3-BZCQMK","O46XV2-JNXVW-RIN77Z","SOL/USD","forex","2024-09-06 01:41:20.1201","sell","limit",130.06000,2.60120,0.00650,0.02000000,0.00000,"","LZSRGD-L6SR3-FRSLWA,LJONK6-7PCKF-Y4WV7R","TKH2SE-M7IF5-CFI7LT","","","","","","","",2.60120,""
