"txid","ordertxid","pair","aclass","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers","posttxid","posstatuscode","cprice","ccost","cfee","cvol","cmargin","net","costusd","trades"
"TZ5MB3-E2YUH-45X3KC","OTGPFI-AY6NH-MICNJK","BTC/USD","forex","2024-12-04 20:21:15.8086","sell","limit",98785.80000,10.85557,0.02171,0.00010989,0.00000,"","LQHMK3-A27NG-EB2MGP,LWJKHF-KZIFL-37PKW4","TKH2SE-M7IF5-CFI7LT","","","","","","","",10.85557,""
"TCOWNY-2L3WD-BVCNZ3","OAW43Z-PMK4G-GVIGKL","SOL/USD","forex","2024-12-04 20:52:36.0486","buy","limit",231.30000,9.25200,0.01850,0.04000000,0.00000,"","LT3MDZ-2WSEX-DJBFME,LCN24O-TMVO5-6NFDXZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.25200,""
"T3QYZE-MKMGY-Q3F7BM","OL7HSF-DQ5UB-UDM4HE","BTC/USD","forex","2024-12-04 20:53:57.077","sell","limit",99201.00000,10.90120,0.02180,0.00010989,0.00000,"","LVYWB5-VOXGT-XNJAPZ,LKIGYN-26USM-QFIDOJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",10.90120,""
"TJ5ZO4-LF5YG-QAVWLP","OABUR2-HKKCY-B3HQCK","SOL/USD","forex","2024-12-04 23:26:37.886","buy","limit",226.68000,9.06720,0.01813,0.04000000,0.00000,"","LFEHHK-CNJCQ-JC45UZ,LGHFDS-CCSHH-KPXRVC","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.06720,""
"T7KXQB-MWSJW-QOHAZT","OTM47A-RPJAT-PRI4K4","ETH/USD","forex","2024-12-04 23:30:40.741","buy","limit",3833.60000,11.88416,0.02377,0.00310000,0.00000,"","LDNJRQ-JDZBD-JGBB2N,LXXU5D-GKKOE-5ZOUZE","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.88416,""
"TDQIQM-KH6XP-KC6NXQ","O5AVNY-6FXCJ-QPSNKF","ETH/USD","forex","2024-12-05 01:00:53.5919","buy","limit",3795.73000,11.76676,0.02353,0.00310000,0.00000,"","LUZHUE-IZDED-ABWXVJ,L5Q2GP-YVCFO-METAXZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.76676,""
"TOGQNZ-GEX3T-KX4LZN","O4WJ6B-Q2ICC-5SS2I3","ETH/USD","forex","2024-12-05 02:30:33.1186","sell","limit",3832.81000,11.86983,0.02374,0.00309690,0.00000,"","LBSWRS-KEDP7-AL4IQ3,LB4XKD-XSH7F-MEF4IB","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.86983,""
"TJ3HQF-AKGQL-YEYIX4","OGLYOG-2E2FV-7R6VFD","BTC/USD","forex","2024-12-05 02:32:32.8266","sell","limit",99610.40000,32.86546,0.06573,0.00032994,0.00000,"","LAFQN5-ME4AV-IY3LU3,LL6ASQ-MIF6W-CTQQIU","TKH2SE-M7IF5-CFI7LT","","","","","","","",32.86546,""
"TVMLSQ-NMAIQ-UEIXGJ","OIIVAQ-5K644-Y4FI6X","SOL/USD","forex","2024-12-05 02:38:40.9412","sell","limit",231.21000,9.23915,0.01848,0.03996000,0.00000,"","LSGHWT-NHOY3-DAIXUH,LAHPSO-XUWXE-V6J36Z","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.23915,""
"TQFFVV-ESOMQ-AKXV3H","OEBRXB-OMENA-DPPCZX","ETH/USD","forex","2024-12-05 02:42:53.3526","sell","limit",3872.41000,11.99247,0.02398,0.00309690,0.00000,"","LTJWEY-2UIR3-AOQKFP,LL7OVT-M455O-RXTPMG","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.99247,""
"TDQMUU-U4XXE-OEEV7O","OW62QZ-TSGKR-7ITDA5","BTC/USD","forex","2024-12-05 02:43:26.0833","buy","limit",100740.70000,11.08148,0.02216,0.00011000,0.00000,"","LUOC7I-GFBTC-6XPLG4,LMU32J-VNLVK-A6WOQC","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.08148,""
"TPFAN7-6SHUV-BYVMHK","O27SEB-LUWYP-CKULH5","ETH/USD","forex","2024-12-05 03:05:05.2964","sell","limit",3906.60000,12.09835,0.02420,0.00309690,0.00000,"","LE23CJ-Q5BHR-B6A6DH,LFQ4UZ-LNBMR-QUPJWO","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.09835,""
"THBIP6-CEOJX-ZYEIYC","OIHZO3-Q4PN5-LLYFW7","BTC/USD","forex","2024-12-05 03:06:29.7948","sell","limit",102681.10000,11.28363,0.02257,0.00010989,0.00000,"","LRNNXU-KUSC6-4UVKPP,LF4M4Q-QIMV2-3BRRM7","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.28363,""
"TK4L6N-JZ5XX-WHYZHQ","O3N6QM-PPKVM-LAOADS","BTC/USD","forex","2024-12-05 03:12:04.2977","buy","limit",102701.80000,11.29720,0.02259,0.00011000,0.00000,"","LNV2TL-WHGRK-NVBSHL,LHKZYJ-HRHSW-DVO5LW","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.29720,""
"T2EBYZ-OODTN-PNGBIN","O4USCY-MW3MR-TWSVMC","BTC/USD","forex","2024-12-05 03:17:03","sell","limit",103502.00000,11.37383,0.02275,0.00010989,0.00000,"","LDHZR6-K7FOG-A7XGGM,LONRLI-LZNEA-JIP2QE","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.37383,""
"TEJMH3-UBBZJ-U6ZQD7","OBFO4Y-HI5T6-Q7O5XG","SOL/USD","forex","2024-12-05 03:17:32.285","sell","limit",235.94000,9.42816,0.01886,0.03996000,0.00000,"","LW3HIO-DMKKD-VFDH45,LDHBU4-53WXS-L7U4IJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.42816,""
"TESWUN-L2E4C-OTUAIO","OENA45-5JOLG-NUXVMH","ETH/USD","forex","2024-12-05 03:21:38.0955","buy","limit",3868.71000,11.99300,0.02399,0.00310000,0.00000,"","LLHJAO-HS25A-UTJS72,L7DMA7-NRIJS-RB4V6A","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.99300,""
"TETTNW-A7KX4-D4GSKL","OP3HIC-C75C5-MC24BO","BTC/USD","forex","2024-12-05 03:21:58.1204","buy","limit",103227.20000,11.35499,0.02271,0.00011000,0.00000,"","LIIXTK-TJ6FL-4OCNY2,LHSWSV-7BPCM-QDK5PL","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.35499,""
"TBRNU6-3QICP-YPRTFE","O7S3DY-6GDCT-MBDTKD","BTC/USD","forex","2024-12-05 03:26:25.7108","buy","limit",102418.00000,11.26598,0.02253,0.00011000,0.00000,"","L7ACE4-NH6H3-2JGXHT,LAFAD5-LOEHI-Z7DHBQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.26598,""
"TFD3H2-2ZKPM-55QEYG","O66HTQ-L3VIC-34YMK6","BTC/USD","forex","2024-12-05 03:42:31.7871","sell","limit",103156.20000,11.33583,0.02267,0.00010989,0.00000,"","LCKSKK-THYED-5VG3D7,LWKFLY-5REHP-VGTERN","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.33583,""
"TZJDYI-HQKWJ-PLU75D","O5LBYT-EBXYS-CZSBJO","ETH/USD","forex","2024-12-05 03:50:12.59","buy","limit",3829.74000,11.87219,0.02374,0.00310000,0.00000,"","LATKJJ-UTSLO-Y6P47A,LKW47Q-PWGZF-7TND4O","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.87219,""
"TKB2AX-JSIHV-ZKPAEW","OVYAMO-DAYST-LFDYOY","ETH/USD","forex","2024-12-05 04:10:27.9632","sell","limit",3865.94000,11.97243,0.02394,0.00309690,0.00000,"","LACZTV-ECTRR-RMPJR2,L73N3C-V5426-2FK4LM","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.97243,""
"TRGCCN-GMH4P-EHIPDL","OIPSRX-2SULZ-TXDLLS","BTC/USD","forex","2024-12-05 05:40:55.1227","buy","limit",102543.90000,15.38159,0.03076,0.00015000,0.00000,"","L5RKD5-HBWEN-RNQ4KI,LCVGBA-E4VLA-ZJGPRK","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.38159,""
"TWONYQ-OGHJY-5K7OZC","OHBAFV-P4OC6-QQS4P2","BTC/USD","forex","2024-12-05 06:19:21.2425","buy","limit",101731.20000,15.25968,0.03052,0.00015000,0.00000,"","LLC44I-DBWSY-PIRAO2,LIP5XE-XIKLB-5OFEJC","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.25968,""
"TDTDAS-7UJTT-SUXMZC","ON2ZBS-EOH7R-NMIONP","SOL/USD","forex","2024-12-05 06:21:53.7004","buy","limit",231.74000,9.26960,0.01854,0.04000000,0.00000,"","LMPWZG-LND6L-5P4XZW,LSNOPE-HWLRG-IMOA4C","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.26960,""
"TSA5YB-CECR6-S2442P","O6ZCJX-HQ2C5-JO3JXO","BTC/USD","forex","2024-12-05 07:42:19.942","sell","limit",102426.60000,15.34760,0.03070,0.00014984,0.00000,"","LJ6IYZ-7KVCT-Q2VAKG,LL5BO6-A6L7Z-U23H5K","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.34760,""
"TKDRLA-TQVXB-NRZKFB","OCM2VD-EDUDY-DFNI2M","SOL/USD","forex","2024-12-05 08:27:10.1926","sell","limit",236.22000,9.43935,0.01888,0.03996000,0.00000,"","LJ5QQ7-S4XMW-ZQXT7R,LKXJSV-T5AGJ-54ABGQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.43935,""
"TC2M4R-5VAT3-565QPL","O5TEWE-LZTRP-HA3G7I","ETH/USD","forex","2024-12-05 08:30:16.7106","sell","limit",3907.10000,12.09990,0.02420,0.00309690,0.00000,"","LSJOVZ-VSHUP-36CU6Z,LDXD64-LL6Q5-N6GLR7","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.09990,""
"TJEVXR-FSU7T-TFJQAJ","OC72CX-4WJZD-RRCA66","SOL/USD","forex","2024-12-05 12:04:13.6008","sell","limit",243.61000,9.73466,0.01947,0.03996000,0.00000,"","LM6NM2-KJ7LD-L4GXDM,LL4KGF-DFR7J-32Z4RZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.73466,""
"TFLRMY-DI3UM-PQO4IM","OI7KI5-LNGE5-KN7SPF","BTC/USD","forex","2024-12-05 12:55:43.0358","sell","limit",103268.80000,15.47380,0.03095,0.00014984,0.00000,"","L73V2F-FLH7M-I5BQ7S,L6J4GM-OWJLC-AKIP2K","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.47380,""
"TDQ3YE-JLLL5-NN6PQM","O54M7P-5I5HY-6IRSHL","ETH/USD","forex","2024-12-05 14:02:40.3012","buy","limit",3920.00000,12.15200,0.02430,0.00310000,0.00000,"","LNMPWU-XY4Q2-XJPA7J,LUGHBX-UQ52W-LTSWTZ","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.15200,""
"TFMMBB-HHMVW-TCPHXN","OM4X6L-QXC5B-AHOJMN","BTC/USD","forex","2024-12-05 14:25:27.1216","buy","limit",102519.80000,15.37797,0.03076,0.00015000,0.00000,"","LZMF46-JN4MT-LLZH4H,L73BXB-J3AKX-7ULXDD","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.37797,""
"TLVSCL-P7K4M-I35LGX","OXFIAY-EVGI5-XC2P5A","BTC/USD","forex","2024-12-05 14:43:37.5042","sell","limit",103285.60000,15.47631,0.03095,0.00014984,0.00000,"","LIVYKW-HXDAP-HG7TV7,L6XVOJ-LM32K-MA4YQ2","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.47631,""
"TWQQGW-RKIVR-HVRZX5","OU74V5-XPGXX-CMB55C","ETH/USD","forex","2024-12-05 15:23:34.1213","buy","limit",3880.79000,12.03045,0.02406,0.00310000,0.00000,"","LU2TV5-DHQ52-NGEPRQ,LBWULM-QFFBB-ULW64J","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.03045,""
"TIYRS3-YHVLB-PAZU4E","ORLIJ5-5WCMF-HI7VDZ","SOL/USD","forex","2024-12-05 15:28:50.8359","buy","limit",236.77000,9.47080,0.01894,0.04000000,0.00000,"","LJ2PN6-HLECK-5GA4RT,L7NGVW-WYG4R-VKYXNR","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.47080,""
"TO32PP-LXQSM-QOQWBZ","ODSESW-AZVTJ-LJUQE6","BTC/USD","forex","2024-12-05 15:29:00.7447","buy","limit",101747.80000,15.26217,0.03052,0.00015000,0.00000,"","LI7LRN-ZZXE3-Q4GFCR,LWG3E7-ZIJI5-REBLTY","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.26217,""
"TKQO4O-F4FRJ-VWJHFH","OSMPHE-W5JY6-L25SJU","SOL/USD","forex","2024-12-05 16:03:05.9599","sell","limit",241.55000,9.65234,0.01930,0.03996000,0.00000,"","LIWUQN-YGJEY-DSN4FB,LUPMPH-H3ZNL-MRSK5M","TKH2SE-M7IF5-CFI7LT","","","","","","","",9.65234,""
"TMTXY6-XOTNK-LTATSU","OLRUHG-DXUUY-BYPSBE","BTC/USD","forex","2024-12-05 16:36:25.7506","buy","limit",100940.30000,15.14105,0.03028,0.00015000,0.00000,"","L2KI5T-5PPTK-XJKYM2,LTEEG4-UX77Q-ZJF7WX","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.14105,""
"TOSJ34-JZF4D-23MZ5X","OWAJI4-RYEL4-SJ7UM7","ETH/USD","forex","2024-12-05 16:53:32.3476","sell","limit",3918.80000,12.13613,0.02427,0.00309690,0.00000,"","L3LMIO-6NQOJ-2HQNML,LYNFKG-IEDG2-WQEXQQ","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.13613,""
"T227BP-EY2QF-KETC7G","OAR6GR-F6HKT-Q45L33","SOL/USD","forex","2024-12-05 18:57:40.9704","buy","limit",236.76000,11.83800,0.02368,0.05000000,0.00000,"","LTROQZ-LQQE6-YUGS65,LQB7UA-7UUSL-QQQPM7","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.83800,""
"TWO3UV-26TF2-OGVNL5","OIHN7H-OWL7N-EI275P","BTC/USD","forex","2024-12-05 19:02:21.1913","buy","limit",100168.10000,15.02522,0.03005,0.00015000,0.00000,"","LNQZZD-IITWZ-BUU262,LMLFKH-ZBBWA-2QBSIE","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.02522,""
"TTBWTY-K3K7V-M7ZNSZ","OXRO2H-VR3PJ-2CSPHK","BTC/USD","forex","2024-12-05 19:24:34.7917","sell","limit",100911.20000,15.12053,0.03024,0.00014984,0.00000,"","LXFJYS-3SFBB-OHMBGO,L3HYVD-KF66U-OZ7CAF","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.12053,""
"TIWJ4L-KFKHN-VJHSSK","OIYWUP-2QDG5-RV7SRE","ETH/USD","forex","2024-12-05 19:44:48.0393","buy","limit",3841.20000,11.90772,0.02382,0.00310000,0.00000,"","LJ4VG3-QOF36-N7GG6L,L62Z3F-RDWVL-Y4R4VB","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.90772,""
"T24LW6-M6Y4A-YCCOM7","O2L3HZ-4X6JZ-ZSAFOD","BTC/USD","forex","2024-12-05 19:46:34.3516","buy","limit",99408.80000,14.91132,0.02982,0.00015000,0.00000,"","LZZUCW-PZG35-FGBET7,L77CCZ-YFVBX-HEAZVH","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.91132,""
"TYFQ5V-FZKC3-TPODSS","O6JLJ6-M5WTQ-ALJQWB","BTC/USD","forex","2024-12-05 20:02:33.3838","buy","limit",98654.40000,14.79816,0.02960,0.00015000,0.00000,"","LSNEPV-ZCEV3-SCKRBE,LDHFVP-KON5J-6S4WUI","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.79816,""
"T2TKZO-HOQGW-7NE72D","OMHDV2-L5QKE-OAVY3H","SOL/USD","forex","2024-12-05 20:03:16.5668","buy","limit",231.85000,11.59250,0.02319,0.05000000,0.00000,"","LZFCCA-C2FQF-VUBXAU,LZDOUS-2DQPB-4ZNH74","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.59250,""
"TNAL3H-CFWJS-VZLIIM","OXNHEW-FKSD3-TOYX3O","ETH/USD","forex","2024-12-05 20:25:19.3476","buy","limit",3801.88000,11.78583,0.02357,0.00310000,0.00000,"","LUAQ2F-RO5HH-CWCHR4,LW6Z3T-RID4X-MZ6KAF","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.78583,""
"TWZDL5-TB6GL-3ZAVYG","O4QSKA-EBO2L-SY7RRQ","BTC/USD","forex","2024-12-05 21:06:24.8199","sell","limit",99394.70000,14.89330,0.02979,0.00014984,0.00000,"","LUJJCR-NZOPV-C74O2P,LSDK3C-L33UY-3CDWCX","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.89330,""
"TXHDEW-G4IV6-YVOIRE","O6ASY7-J5PJK-4K7MSS","ETH/USD","forex","2024-12-05 21:50:09.8782","sell","limit",3858.12000,11.94821,0.02390,0.00309690,0.00000,"","LP6W4U-4BBWX-6YOYM3,LRQN2L-YF5YN-PB6YOU","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.94821,""
"TAS3GH-WPO3L-BJDMP5","OUVDLX-5IOZF-RBGJBX","BTC/USD","forex","2024-12-05 22:26:42.6938","buy","limit",97914.90000,14.68724,0.02937,0.00015000,0.00000,"","LK3BDQ-WVRPX-EB5MVE,LJGJDZ-UNYG6-SSNP2I","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.68724,""
"TUDYKW-TTG34-Y36XDI","OEDRRC-LKTKH-GEOVJC","BTC/USD","forex","2024-12-05 22:26:54.2899","buy","limit",97043.00000,14.55645,0.02911,0.00015000,0.00000,"","LQFWJU-2L3WP-23BSME,LQVP6U-YZKLC-BKONS3","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.55645,""
"TRAMQC-S4LH5-2TUIYI","ORIYCR-JHSPF-C5CUGZ","BTC/USD","forex","2024-12-05 22:28:01.6665","buy","limit",96195.70000,14.42936,0.02886,0.00015000,0.00000,"","LOD4A7-ZCNF3-NFOGN2,LL4UJC-3FHMN-J5ECA7","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.42936,""
"TH3WZZ-CK3FT-XWZJSF","OHVRBQ-EGAJW-ZDFIS7","BTC/USD","forex","2024-12-05 22:28:13.172","buy","limit",95396.10000,14.30942,0.02862,0.00015000,0.00000,"","LXBZBF-RJQYA-BDRCYS,L5245X-W3C4S-3LNC3Q","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.30942,""
"TZOERF-EZDNH-VCIZKD","OCSMHD-UDRF6-WF3QEW","BTC/USD","forex","2024-12-05 22:28:16.1143","buy","limit",94554.80000,14.18322,0.02837,0.00015000,0.00000,"","LUFYM3-C77GS-YRT3AX,LXQK3I-X23B2-WYEROL","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.18322,""
"TMKW3B-MHSEU-ORKAYG","OVITBN-6UYCU-WQRVUY","ETH/USD","forex","2024-12-05 22:28:21.5952","buy","limit",3744.08000,11.60665,0.02321,0.00310000,0.00000,"","LNCRLM-FL65B-WZYNZV,L22V72-H5VRF-XDUXIV","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.60665,""
"TBRTRJ-7KSVK-B5CUW6","OX7TPC-7NDWJ-LV3IPO","BTC/USD","forex","2024-12-05 22:28:24.9702","buy","limit",93142.80000,13.97142,0.02794,0.00015000,0.00000,"","LD6T4Q-UYIUM-6DB6LB,LCOEVK-3JCHJ-XD35PX","TKH2SE-M7IF5-CFI7LT","","","","","","","",13.97142,""
"TJRKZR-IZ27L-IJULVX","OLOJ4M-2DGIQ-LFAFHO","SOL/USD","forex","2024-12-05 22:28:30.2726","buy","limit",226.04000,11.30200,0.02260,0.05000000,0.00000,"","LV4HXN-F65UI-X4VJ2J,LXUSGQ-ZU2TT-MDUS6N","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.30200,""
"TPBGNA-Y6FNY-DAWV3U","O3QVFR-GCGRZ-JAVTFD","BTC/USD","forex","2024-12-05 22:28:34.3413","buy","limit",92302.50000,13.84538,0.02769,0.00015000,0.00000,"","LMFCTC-O6KKV-AUI6UP,LFUZ53-IAYVK-QMT4CP","TKH2SE-M7IF5-CFI7LT","","","","","","","",13.84538,""
"TB7DXB-FLAT6-4XWG3D","O7QHEC-3B2KR-VGG5DS","BTC/USD","forex","2024-12-05 22:28:39.0418","buy","limit",92091.10000,13.81367,0.02763,0.00015000,0.00000,"","LVGPHJ-JOP35-SFMG47,LTZT5J-QBAJI-TC2AJW","TKH2SE-M7IF5-CFI7LT","","","","","","","",13.81367,""
"TUKIRJ-OIIZR-ZAFPZE","OJ6HXR-7YMFE-IMF2J3","BTC/USD","forex","2024-12-05 22:28:47.2521","sell","limit",92897.60000,13.91978,0.02784,0.00014984,0.00000,"","LUIAFM-3CH2K-RWXXTQ,LHUSFU-ZTNNZ-SPOE64","TKH2SE-M7IF5-CFI7LT","","","","","","","",13.91978,""
"TOGQLZ-6BMLC-RMGXAQ","OUBOUK-UI2AF-NQ7IJ7","BTC/USD","forex","2024-12-05 22:29:21.9067","sell","limit",93482.90000,14.00748,0.02801,0.00014984,0.00000,"","LIAN4Z-VF4BB-UW36YR,LQ2YZK-TZHVS-HD5LP7","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.00748,""
"T77SF6-2PFM5-Y3FBPN","OMQA2L-536W4-AZ6QWW","BTC/USD","forex","2024-12-05 22:29:34.8516","sell","limit",93697.50000,14.03963,0.02808,0.00014984,0.00000,"","LSJLVF-GXMCE-2UVRF6,LAJK32-UBRND-FR523C","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.03963,""
"TBL7AS-KXU5O-RGC37V","OKYGBH-FDI5R-ZSZEEW","BTC/USD","forex","2024-12-05 22:29:55.704","sell","limit",94550.40000,14.16743,0.02833,0.00014984,0.00000,"","LCAPHX-YL4PJ-4ESNQG,LPLXUA-6SHIA-IY7CYJ","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.16743,""
"TGEC64-W2HP2-HX32PP","ORLUWV-GYPQG-R3GFDX","ETH/USD","forex","2024-12-05 22:31:08.3063","sell","limit",3788.23000,11.73177,0.02346,0.00309690,0.00000,"","LSRH4Y-PNHJT-DSZAVY,L23GV2-MMPMT-KKPZ3D","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.73177,""
"TFGFGI-AVFKW-DV4HSZ","OSVTJT-YIJON-5R76FC","BTC/USD","forex","2024-12-05 22:31:55.2219","sell","limit",95983.80000,14.38221,0.02876,0.00014984,0.00000,"","LCA5MM-PDCB5-BRJ2ON,LGAXVH-CBBLE-O5C564","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.38221,""
"TB2E3M-7A77Z-UMEXED","OU7F4K-I42PD-QOZQXV","SOL/USD","forex","2024-12-05 22:33:35.959","sell","limit",232.06000,11.59140,0.02318,0.04995000,0.00000,"","L3E5SJ-OCDWN-CZYXM4,LAOGYD-VI3A3-JMG75C","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.59140,""
"TJ5JG5-MVWOS-KQDDSB","OJHBM5-AXFBJ-6LXGB4","BTC/USD","forex","2024-12-05 22:35:20.6729","buy","limit",94816.20000,14.22243,0.02844,0.00015000,0.00000,"","LBEY6S-Y2E2L-3AQZ6I,LBSYTC-O26MI-I24WLL","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.22243,""
"T6RLMP-MU7E4-4IJF2I","OJSVAD-7WFZG-Y5YC7G","BTC/USD","forex","2024-12-05 22:35:37.9818","sell","limit",95408.80000,14.29605,0.02859,0.00014984,0.00000,"","LXTRPV-TGDJS-EWNL7L,LAAGEV-A3IDT-KM6VGL","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.29605,""
"TNDNCI-4K3IG-QM2JY5","OG32YX-NOHKG-FF5SQM","BTC/USD","forex","2024-12-05 22:37:51.6293","sell","limit",96837.90000,14.51019,0.02902,0.00014984,0.00000,"","LXO7NN-XDBFL-OIPRJ5,L545CC-E7LYM-6WZQY2","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.51019,""
"TBYOLC-FQLQB-6HIOBE","OIZT33-MQBUL-XLK4UO","SOL/USD","forex","2024-12-05 23:11:42.5733","sell","limit",237.64000,11.87012,0.02374,0.04995000,0.00000,"","LZ24N6-MVFVV-SAOHKN,LVQ5JB-BCMJ6-FHDPP6","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.87012,""
"T3QHWY-YR2UA-RF6ZNK","ORLEAW-G6L5E-KCIBCV","BTC/USD","forex","2024-12-06 00:41:45.2516","sell","limit",97649.50000,14.63180,0.02926,0.00014984,0.00000,"","LXTBU7-2BGMM-C6EMKW,LE2WB5-I7VCS-BCV5K5","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.63180,""
"TGTUPR-FQVTE-26OEYR","OJARKQ-67UH3-QSKLIX","ETH/USD","forex","2024-12-06 00:41:45.6649","sell","limit",3878.68000,12.01188,0.02402,0.00309690,0.00000,"","LI4IHC-H6CDJ-CHHLOV,LTJLUG-TSZQX-I7Z3NS","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.01188,""
"TPNKMN-XVDUZ-W3YYTE","O7X2AA-BG674-ZTXBDT","SOL/USD","forex","2024-12-06 00:57:27.9854","sell","limit",241.31000,12.05343,0.02411,0.04995000,0.00000,"","L2TNJF-ESSET-26COTA,LXCV7D-JNLY2-EL4DRC","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.05343,""
"TWZWIA-UWA6V-P2NWJP","O4S5OG-DOZAD-A4DUXY","SOL/USD","forex","2024-12-06 11:44:16.5638","buy","limit",233.97000,11.69850,0.02340,0.05000000,0.00000,"","LPTD6S-ZHATB-TOJODG,LROFTU-DSEEY-FXEIA4","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.69850,""
"TMMRF5-YE4P7-RBU7XE","OAKG4Q-3N5TY-7LJR3E","BTC/USD","forex","2024-12-06 14:25:53.1482","sell","limit",99077.70000,14.84580,0.02969,0.00014984,0.00000,"","L2LVHS-45W4S-ASWBWN,L4IKEC-LDXXW-5NCHPT","TKH2SE-M7IF5-CFI7LT","","","","","","","",14.84580,""
"TGA6YB-GYKRI-U7J3PN","OFJ6SS-SGBZR-VQCWJB","ETH/USD","forex","2024-12-06 14:54:15.1579","sell","limit",3959.19000,12.26122,0.02452,0.00309690,0.00000,"","LDHLPQ-UIRMC-GP4QOT,LBLQUI-DUSPO-AOLILD","TKH2SE-M7IF5-CFI7LT","","","","","","","",12.26122,""
"TJE6W4-KEJS7-WQSGPX","OKED7X-LK547-BHWUAG","SOL/USD","forex","2024-12-06 15:47:48.7715","sell","limit",239.54000,11.96502,0.02393,0.04995000,0.00000,"","LMC75Z-U7FEH-EJF6UD,LSKVEF-3P6LJ-2I6DNI","TKH2SE-M7IF5-CFI7LT","","","","","","","",11.96502,""
"TNQ5YR-NWVDA-POIZJ7","OC7UHQ-R5FOQ-FWZBJW","BTC/USD","forex","2024-12-06 17:43:23.7792","sell","limit",100520.30000,15.06196,0.03012,0.00014984,0.00000,"","LPZVNS-LDUMV-62X2QZ,LX24YK-4RA5Q-ALHR75","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.06196,""
"TIXZA5-UV4Z6-4Q7Z32","OXV4LX-UF3SQ-AOFNM7","BTC/USD","forex","2024-12-06 18:11:49.9389","sell","limit",101681.90000,15.23602,0.03047,0.00014984,0.00000,"","LF7F4J-5HUR4-TUNIUA,LCWEGA-LYIDP-Y6KSVE","TKH2SE-M7IF5-CFI7LT","","","","","","","",15.23602,""
